image_path,xmin,ymin,xmax,ymax,label
BONA_012_2019.jpg,33,232,59,260,Tree
BONA_012_2019.jpg,73,211,103,247,Tree
BONA_012_2019.jpg,291,108,326,148,Tree
BONA_012_2019.jpg,174,188,217,226,Tree
BONA_012_2019.jpg,222,195,247,223,Tree
BONA_012_2019.jpg,240,210,272,240,Tree
BONA_012_2019.jpg,269,240,319,282,Tree
BONA_012_2019.jpg,242,283,289,322,Tree
BONA_012_2019.jpg,280,195,305,224,Tree
BONA_012_2019.jpg,122,221,155,254,Tree
BONA_012_2019.jpg,46,265,88,310,Tree
BONA_012_2019.jpg,90,259,130,300,Tree
BONA_012_2019.jpg,108,29,131,57,Tree
BONA_012_2019.jpg,281,43,327,94,Tree
BONA_012_2019.jpg,186,366,221,397,Tree
BONA_012_2019.jpg,196,336,229,369,Tree
BONA_012_2019.jpg,184,231,248,296,Tree
DELA_047_2019.jpg,19,122,56,156,Tree
DELA_047_2019.jpg,83,357,113,397,Tree
DELA_047_2019.jpg,112,354,141,392,Tree
DELA_047_2019.jpg,65,290,142,348,Tree
DELA_047_2019.jpg,257,1,322,36,Tree
DELA_047_2019.jpg,46,3,89,48,Tree
DELA_047_2019.jpg,376,247,399,280,Tree
DELA_047_2019.jpg,134,243,166,271,Tree
DELA_047_2019.jpg,72,1,104,30,Tree
DELA_047_2019.jpg,292,137,311,158,Tree
DELA_047_2019.jpg,6,298,37,331,Tree
DELA_047_2019.jpg,99,11,133,52,Tree
DELA_047_2019.jpg,208,4,251,44,Tree
DELA_047_2019.jpg,15,332,81,399,Tree
DELA_047_2019.jpg,141,344,166,372,Tree
DELA_047_2019.jpg,337,278,366,301,Tree
DELA_047_2019.jpg,330,235,376,277,Tree
DELA_047_2019.jpg,141,283,175,321,Tree
DELA_047_2019.jpg,1,102,27,167,Tree
DELA_047_2019.jpg,94,260,133,296,Tree
DELA_047_2019.jpg,45,191,82,232,Tree
DELA_047_2019.jpg,358,1,399,26,Tree
DELA_047_2019.jpg,330,1,353,24,Tree
DELA_047_2019.jpg,1,1,40,65,Tree
DELA_047_2019.jpg,368,280,399,312,Tree
DELA_047_2019.jpg,238,356,277,390,Tree
DELA_047_2019.jpg,84,205,135,256,Tree
DELA_047_2019.jpg,349,34,399,124,Tree
DELA_047_2019.jpg,184,58,287,147,Tree
DELA_047_2019.jpg,136,1,190,41,Tree
DELA_047_2019.jpg,1,189,38,252,Tree
DELA_047_2019.jpg,19,156,65,192,Tree
DELA_047_2019.jpg,139,373,190,399,Tree
DELA_047_2019.jpg,338,308,399,399,Tree
DELA_047_2019.jpg,254,321,289,352,Tree
DELA_047_2019.jpg,278,367,319,399,Tree
DELA_047_2019.jpg,292,296,341,343,Tree
DELA_047_2019.jpg,334,118,395,169,Tree
DELA_047_2019.jpg,351,181,399,236,Tree
DELA_047_2019.jpg,123,128,225,247,Tree
DELA_047_2019.jpg,29,234,91,288,Tree
DELA_047_2019.jpg,162,312,194,347,Tree
DELA_047_2019.jpg,206,297,251,340,Tree
DELA_047_2019.jpg,183,337,224,381,Tree
DELA_047_2019.jpg,55,62,138,156,Tree
2018_SJER_3_254000_4112000_image_145.jpg,41,1,100,28,Tree
2018_SJER_3_254000_4112000_image_145.jpg,223,1,269,25,Tree
2018_SJER_3_254000_4112000_image_145.jpg,372,95,399,155,Tree
2018_SJER_3_254000_4112000_image_145.jpg,297,214,335,254,Tree
2018_SJER_3_254000_4112000_image_145.jpg,1,55,93,238,Tree
2018_SJER_3_254000_4112000_image_145.jpg,179,41,227,93,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,233,39,249,54,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,211,98,226,119,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,4,264,26,296,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,16,86,42,112,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,74,110,112,150,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,189,221,210,239,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,277,330,295,352,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,228,372,252,397,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,112,72,142,110,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,95,254,134,300,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,299,175,378,263,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,35,1,74,38,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,26,116,61,157,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,32,65,60,91,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,248,1,278,23,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,325,1,386,41,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,364,104,390,137,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,93,340,144,399,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,83,162,154,237,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,251,252,281,283,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,196,312,215,333,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,162,370,185,390,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,225,290,272,347,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,303,48,347,104,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,153,33,223,86,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,239,93,288,149,Tree
2018_TEAK_3_319000_4102000_image_281.jpg,151,248,204,297,Tree
2018_SJER_3_252000_4107000_image_477.jpg,1,103,82,235,Tree
2018_SJER_3_252000_4107000_image_477.jpg,127,60,178,125,Tree
2018_SJER_3_252000_4107000_image_477.jpg,96,133,176,193,Tree
2018_SJER_3_252000_4107000_image_477.jpg,173,87,252,172,Tree
2018_SJER_3_252000_4107000_image_477.jpg,114,194,201,267,Tree
2018_SJER_3_252000_4107000_image_477.jpg,291,303,399,399,Tree
2018_SJER_3_252000_4107000_image_477.jpg,308,183,399,275,Tree
NIWO_005_2018.jpg,10,127,24,142,Tree
NIWO_005_2018.jpg,330,319,341,329,Tree
NIWO_005_2018.jpg,347,316,362,329,Tree
NIWO_005_2018.jpg,45,183,59,196,Tree
NIWO_005_2018.jpg,301,1,324,12,Tree
NIWO_005_2018.jpg,348,337,359,347,Tree
NIWO_005_2018.jpg,1,211,14,229,Tree
NIWO_005_2018.jpg,312,278,331,296,Tree
NIWO_005_2018.jpg,357,326,367,337,Tree
NIWO_005_2018.jpg,41,210,48,219,Tree
NIWO_005_2018.jpg,6,252,18,263,Tree
NIWO_005_2018.jpg,391,80,399,93,Tree
NIWO_005_2018.jpg,65,234,75,245,Tree
NIWO_005_2018.jpg,55,230,64,242,Tree
NIWO_005_2018.jpg,46,216,57,229,Tree
NIWO_005_2018.jpg,351,251,365,268,Tree
NIWO_005_2018.jpg,333,259,348,272,Tree
NIWO_005_2018.jpg,330,274,350,292,Tree
NIWO_005_2018.jpg,325,295,340,309,Tree
NIWO_005_2018.jpg,173,26,193,41,Tree
NIWO_005_2018.jpg,385,1,399,19,Tree
NIWO_005_2018.jpg,372,45,391,64,Tree
NIWO_005_2018.jpg,372,31,389,45,Tree
NIWO_005_2018.jpg,20,228,50,256,Tree
NIWO_005_2018.jpg,175,311,199,330,Tree
NIWO_005_2018.jpg,67,122,84,137,Tree
NIWO_005_2018.jpg,187,89,206,106,Tree
NIWO_005_2018.jpg,321,224,352,254,Tree
NIWO_005_2018.jpg,291,325,309,342,Tree
NIWO_005_2018.jpg,281,121,298,137,Tree
NIWO_005_2018.jpg,266,128,284,148,Tree
NIWO_005_2018.jpg,277,107,295,124,Tree
NIWO_005_2018.jpg,313,96,326,110,Tree
NIWO_005_2018.jpg,138,10,158,27,Tree
NIWO_005_2018.jpg,80,250,96,267,Tree
NIWO_005_2018.jpg,310,213,329,227,Tree
NIWO_005_2018.jpg,351,234,368,250,Tree
NIWO_005_2018.jpg,307,298,322,313,Tree
NIWO_005_2018.jpg,343,295,357,310,Tree
NIWO_005_2018.jpg,242,297,259,315,Tree
NIWO_005_2018.jpg,160,8,179,26,Tree
NIWO_005_2018.jpg,150,19,168,37,Tree
NIWO_005_2018.jpg,313,73,331,87,Tree
NIWO_005_2018.jpg,317,56,335,73,Tree
NIWO_005_2018.jpg,361,290,377,305,Tree
NIWO_005_2018.jpg,242,314,259,327,Tree
NIWO_005_2018.jpg,249,330,268,343,Tree
NIWO_005_2018.jpg,299,346,313,359,Tree
NIWO_005_2018.jpg,295,358,311,372,Tree
NIWO_005_2018.jpg,7,144,27,157,Tree
NIWO_005_2018.jpg,282,194,299,207,Tree
NIWO_005_2018.jpg,284,210,296,221,Tree
NIWO_005_2018.jpg,292,220,302,231,Tree
NIWO_005_2018.jpg,133,232,150,251,Tree
NIWO_005_2018.jpg,249,103,264,121,Tree
NIWO_005_2018.jpg,269,159,294,183,Tree
NIWO_005_2018.jpg,325,107,343,131,Tree
NIWO_005_2018.jpg,258,65,281,87,Tree
NIWO_005_2018.jpg,252,84,269,103,Tree
NIWO_005_2018.jpg,250,143,270,164,Tree
NIWO_005_2018.jpg,367,257,383,278,Tree
NIWO_005_2018.jpg,140,301,157,316,Tree
NIWO_005_2018.jpg,87,150,110,177,Tree
NIWO_005_2018.jpg,71,169,94,194,Tree
NIWO_005_2018.jpg,56,189,81,212,Tree
NIWO_005_2018.jpg,110,221,126,245,Tree
NIWO_005_2018.jpg,136,255,158,274,Tree
NIWO_005_2018.jpg,149,282,169,302,Tree
NIWO_005_2018.jpg,208,147,235,165,Tree
NIWO_005_2018.jpg,343,70,369,96,Tree
NIWO_005_2018.jpg,369,92,393,119,Tree
NIWO_005_2018.jpg,372,120,395,148,Tree
NIWO_005_2018.jpg,180,110,193,124,Tree
NIWO_005_2018.jpg,215,170,238,191,Tree
NIWO_005_2018.jpg,279,179,291,195,Tree
NIWO_005_2018.jpg,199,288,213,304,Tree
NIWO_005_2018.jpg,215,286,229,302,Tree
NIWO_005_2018.jpg,197,385,212,399,Tree
NIWO_005_2018.jpg,336,20,350,35,Tree
NIWO_005_2018.jpg,265,1,290,16,Tree
NIWO_005_2018.jpg,365,61,378,76,Tree
NIWO_005_2018.jpg,197,64,213,82,Tree
NIWO_005_2018.jpg,237,113,252,126,Tree
NIWO_005_2018.jpg,296,78,311,95,Tree
NIWO_005_2018.jpg,305,118,327,146,Tree
NIWO_005_2018.jpg,143,200,163,218,Tree
NIWO_005_2018.jpg,3,265,30,293,Tree
NIWO_005_2018.jpg,108,319,131,350,Tree
NIWO_005_2018.jpg,130,372,162,399,Tree
NIWO_005_2018.jpg,304,101,316,115,Tree
NIWO_005_2018.jpg,261,35,277,55,Tree
NIWO_005_2018.jpg,69,142,88,159,Tree
NIWO_005_2018.jpg,79,206,106,234,Tree
NIWO_005_2018.jpg,261,297,284,319,Tree
NIWO_005_2018.jpg,71,1,92,26,Tree
NIWO_005_2018.jpg,9,158,38,181,Tree
NIWO_005_2018.jpg,51,290,70,311,Tree
NIWO_005_2018.jpg,42,275,54,286,Tree
NIWO_005_2018.jpg,45,255,62,273,Tree
NIWO_005_2018.jpg,64,276,83,294,Tree
NIWO_005_2018.jpg,186,270,202,283,Tree
NIWO_005_2018.jpg,133,127,173,167,Tree
NIWO_005_2018.jpg,256,243,288,277,Tree
NIWO_005_2018.jpg,176,374,193,394,Tree
NIWO_005_2018.jpg,167,295,184,311,Tree
NIWO_005_2018.jpg,29,195,46,207,Tree
NIWO_005_2018.jpg,91,72,113,94,Tree
NIWO_005_2018.jpg,112,82,128,97,Tree
NIWO_005_2018.jpg,213,62,229,81,Tree
NIWO_005_2018.jpg,387,355,399,371,Tree
NIWO_005_2018.jpg,363,385,377,399,Tree
NIWO_005_2018.jpg,277,380,297,398,Tree
NIWO_005_2018.jpg,238,375,257,390,Tree
NIWO_005_2018.jpg,165,226,180,240,Tree
NIWO_005_2018.jpg,181,243,196,258,Tree
NIWO_005_2018.jpg,63,102,73,112,Tree
NIWO_005_2018.jpg,31,116,50,134,Tree
NIWO_005_2018.jpg,21,127,29,134,Tree
NIWO_005_2018.jpg,52,157,63,171,Tree
NIWO_005_2018.jpg,104,127,125,147,Tree
NIWO_005_2018.jpg,112,143,131,165,Tree
NIWO_005_2018.jpg,173,125,193,146,Tree
NIWO_005_2018.jpg,99,280,113,297,Tree
NIWO_005_2018.jpg,64,249,79,266,Tree
NIWO_005_2018.jpg,145,170,166,190,Tree
NIWO_005_2018.jpg,211,304,224,320,Tree
NIWO_005_2018.jpg,52,9,73,28,Tree
NIWO_005_2018.jpg,68,28,87,48,Tree
NIWO_005_2018.jpg,65,384,78,399,Tree
NIWO_005_2018.jpg,79,381,95,399,Tree
NIWO_005_2018.jpg,45,364,73,389,Tree
NIWO_005_2018.jpg,338,100,351,117,Tree
NIWO_005_2018.jpg,348,102,359,116,Tree
NIWO_005_2018.jpg,288,279,309,303,Tree
NIWO_005_2018.jpg,292,239,319,274,Tree
NIWO_005_2018.jpg,246,194,282,236,Tree
NIWO_005_2018.jpg,209,194,232,223,Tree
NIWO_005_2018.jpg,108,254,123,276,Tree
NIWO_005_2018.jpg,97,302,112,322,Tree
NIWO_005_2018.jpg,84,340,101,357,Tree
NIWO_005_2018.jpg,133,311,151,333,Tree
NIWO_005_2018.jpg,155,317,173,339,Tree
NIWO_005_2018.jpg,9,32,30,52,Tree
NIWO_005_2018.jpg,171,66,190,87,Tree
NIWO_005_2018.jpg,210,104,228,123,Tree
NIWO_005_2018.jpg,145,79,156,93,Tree
TEAK_047_2018.jpg,208,121,256,163,Tree
TEAK_047_2018.jpg,312,216,329,233,Tree
TEAK_047_2018.jpg,324,270,354,298,Tree
TEAK_047_2018.jpg,260,275,284,298,Tree
TEAK_047_2018.jpg,49,1,93,26,Tree
TEAK_047_2018.jpg,1,2,40,49,Tree
TEAK_047_2018.jpg,123,234,159,268,Tree
TEAK_047_2018.jpg,93,71,152,116,Tree
TEAK_047_2018.jpg,245,380,275,399,Tree
TEAK_047_2018.jpg,15,300,70,354,Tree
TEAK_047_2018.jpg,353,372,382,399,Tree
TEAK_047_2018.jpg,362,284,399,353,Tree
TEAK_047_2018.jpg,238,227,276,259,Tree
TEAK_047_2018.jpg,71,282,102,320,Tree
TEAK_047_2018.jpg,105,270,159,319,Tree
TEAK_047_2018.jpg,71,234,122,276,Tree
TEAK_047_2018.jpg,6,89,49,143,Tree
TEAK_047_2018.jpg,52,99,93,150,Tree
TEAK_047_2018.jpg,49,166,116,226,Tree
TEAK_047_2018.jpg,342,1,374,26,Tree
TEAK_047_2018.jpg,210,31,231,49,Tree
TEAK_047_2018.jpg,208,88,254,123,Tree
TEAK_047_2018.jpg,98,24,160,65,Tree
TEAK_047_2018.jpg,205,215,230,243,Tree
TEAK_047_2018.jpg,7,247,48,293,Tree
TEAK_047_2018.jpg,34,42,84,87,Tree
TEAK_047_2018.jpg,111,121,146,161,Tree
TEAK_047_2018.jpg,188,52,229,87,Tree
TEAK_047_2018.jpg,261,338,284,360,Tree
TEAK_047_2018.jpg,135,312,184,352,Tree
TEAK_047_2018.jpg,161,221,205,256,Tree
TEAK_047_2018.jpg,256,176,310,230,Tree
TEAK_047_2018.jpg,184,191,211,213,Tree
TEAK_047_2018.jpg,228,257,255,280,Tree
TEAK_047_2018.jpg,231,286,258,312,Tree
TEAK_047_2018.jpg,334,55,370,82,Tree
TEAK_053_2018.jpg,208,1,235,22,Tree
TEAK_053_2018.jpg,9,290,66,374,Tree
TEAK_053_2018.jpg,142,77,171,108,Tree
TEAK_053_2018.jpg,218,63,246,93,Tree
TEAK_053_2018.jpg,305,51,325,74,Tree
TEAK_053_2018.jpg,4,45,54,82,Tree
TEAK_053_2018.jpg,1,187,34,235,Tree
TEAK_053_2018.jpg,73,109,121,177,Tree
TEAK_053_2018.jpg,358,2,399,43,Tree
TEAK_053_2018.jpg,258,8,287,27,Tree
TEAK_053_2018.jpg,253,28,272,55,Tree
TEAK_053_2018.jpg,273,34,293,57,Tree
TEAK_053_2018.jpg,219,25,250,59,Tree
TEAK_053_2018.jpg,138,16,206,76,Tree
TEAK_053_2018.jpg,42,94,70,119,Tree
TEAK_053_2018.jpg,77,64,137,105,Tree
TEAK_053_2018.jpg,90,28,133,59,Tree
TEAK_053_2018.jpg,32,170,84,225,Tree
TEAK_053_2018.jpg,77,224,111,258,Tree
TEAK_053_2018.jpg,259,90,374,195,Tree
BONA_018_2019.jpg,246,130,295,170,Tree
BONA_018_2019.jpg,237,380,259,399,Tree
BONA_018_2019.jpg,1,189,18,214,Tree
BONA_018_2019.jpg,92,341,111,360,Tree
BONA_018_2019.jpg,362,20,381,39,Tree
BONA_018_2019.jpg,309,104,324,120,Tree
BONA_018_2019.jpg,62,285,77,301,Tree
BONA_018_2019.jpg,319,286,342,310,Tree
BONA_018_2019.jpg,172,377,197,399,Tree
BONA_018_2019.jpg,320,1,353,28,Tree
BONA_018_2019.jpg,35,181,65,208,Tree
BONA_018_2019.jpg,231,227,263,259,Tree
BONA_018_2019.jpg,3,233,36,267,Tree
BONA_018_2019.jpg,240,328,275,361,Tree
BONA_018_2019.jpg,229,363,252,387,Tree
BONA_018_2019.jpg,208,9,233,38,Tree
BONA_018_2019.jpg,372,298,399,325,Tree
BONA_018_2019.jpg,240,303,263,324,Tree
BONA_018_2019.jpg,222,306,239,326,Tree
BONA_018_2019.jpg,133,349,169,377,Tree
BONA_018_2019.jpg,169,305,193,336,Tree
BONA_018_2019.jpg,127,130,153,161,Tree
BONA_018_2019.jpg,294,60,321,88,Tree
BONA_018_2019.jpg,323,62,351,96,Tree
BONA_018_2019.jpg,352,100,374,123,Tree
BONA_018_2019.jpg,306,340,336,370,Tree
BONA_018_2019.jpg,39,282,65,308,Tree
BONA_018_2019.jpg,2,271,34,302,Tree
BONA_018_2019.jpg,111,337,126,359,Tree
BONA_018_2019.jpg,115,232,142,262,Tree
BONA_018_2019.jpg,232,72,256,100,Tree
BONA_018_2019.jpg,276,204,305,235,Tree
BONA_018_2019.jpg,210,270,234,297,Tree
BONA_018_2019.jpg,235,276,254,297,Tree
BONA_018_2019.jpg,199,75,229,107,Tree
BONA_018_2019.jpg,36,154,58,178,Tree
BONA_018_2019.jpg,18,194,42,221,Tree
BONA_018_2019.jpg,65,196,90,223,Tree
BONA_018_2019.jpg,77,273,99,300,Tree
BONA_018_2019.jpg,272,238,294,261,Tree
BONA_018_2019.jpg,69,18,93,41,Tree
BONA_018_2019.jpg,358,40,379,61,Tree
BONA_018_2019.jpg,233,43,257,70,Tree
BONA_018_2019.jpg,100,159,125,186,Tree
BONA_018_2019.jpg,134,271,163,296,Tree
BONA_018_2019.jpg,153,288,174,312,Tree
BONA_018_2019.jpg,7,336,33,364,Tree
BONA_018_2019.jpg,75,374,97,396,Tree
BONA_018_2019.jpg,16,85,50,121,Tree
BONA_018_2019.jpg,49,86,78,119,Tree
BONA_018_2019.jpg,341,258,380,301,Tree
SJER_063_2018.jpg,251,1,288,20,Tree
SJER_063_2018.jpg,1,180,35,280,Tree
SJER_063_2018.jpg,245,76,284,128,Tree
SJER_063_2018.jpg,288,98,322,139,Tree
SJER_063_2018.jpg,215,37,253,81,Tree
SJER_063_2018.jpg,135,96,185,153,Tree
SJER_063_2018.jpg,156,174,198,215,Tree
SJER_063_2018.jpg,289,370,356,399,Tree
SJER_063_2018.jpg,308,136,361,200,Tree
SJER_063_2018.jpg,260,133,307,198,Tree
SJER_063_2018.jpg,56,72,134,168,Tree
SJER_063_2018.jpg,154,254,280,397,Tree
SJER_063_2018.jpg,1,332,43,397,Tree
2018_TEAK_3_318000_4103000_image_261.jpg,262,127,292,158,Tree
2018_TEAK_3_318000_4103000_image_261.jpg,300,202,373,291,Tree
2018_TEAK_3_318000_4103000_image_261.jpg,30,186,95,250,Tree
2018_TEAK_3_318000_4103000_image_261.jpg,89,305,191,399,Tree
2018_TEAK_3_318000_4103000_image_261.jpg,307,4,399,100,Tree
2018_TEAK_3_318000_4103000_image_261.jpg,176,80,259,162,Tree
UNDE_006_2017.jpg,114,1,175,32,Tree
UNDE_006_2017.jpg,105,34,149,76,Tree
UNDE_006_2017.jpg,90,125,133,162,Tree
UNDE_006_2017.jpg,107,164,139,207,Tree
UNDE_006_2017.jpg,137,163,178,198,Tree
UNDE_006_2017.jpg,110,236,130,254,Tree
UNDE_006_2017.jpg,1,225,23,304,Tree
UNDE_006_2017.jpg,14,373,58,399,Tree
UNDE_006_2017.jpg,296,1,334,38,Tree
UNDE_006_2017.jpg,18,288,38,307,Tree
UNDE_006_2017.jpg,40,278,70,303,Tree
UNDE_006_2017.jpg,212,231,250,259,Tree
UNDE_006_2017.jpg,1,155,28,178,Tree
UNDE_006_2017.jpg,1,1,63,35,Tree
UNDE_006_2017.jpg,241,115,343,221,Tree
UNDE_006_2017.jpg,150,255,205,306,Tree
UNDE_006_2017.jpg,61,344,131,399,Tree
UNDE_006_2017.jpg,1,305,45,370,Tree
UNDE_006_2017.jpg,349,75,399,178,Tree
UNDE_006_2017.jpg,367,15,399,74,Tree
UNDE_006_2017.jpg,25,224,83,278,Tree
UNDE_006_2017.jpg,128,337,164,389,Tree
UNDE_006_2017.jpg,81,271,147,334,Tree
UNDE_006_2017.jpg,249,300,272,323,Tree
UNDE_006_2017.jpg,213,261,251,304,Tree
UNDE_006_2017.jpg,134,200,210,257,Tree
UNDE_006_2017.jpg,114,74,147,108,Tree
UNDE_006_2017.jpg,138,27,194,74,Tree
UNDE_006_2017.jpg,135,121,180,165,Tree
UNDE_006_2017.jpg,251,230,335,304,Tree
UNDE_006_2017.jpg,213,188,253,233,Tree
UNDE_006_2017.jpg,175,107,239,184,Tree
UNDE_006_2017.jpg,252,1,300,47,Tree
UNDE_006_2017.jpg,206,51,280,103,Tree
UNDE_006_2017.jpg,192,1,247,50,Tree
UNDE_006_2017.jpg,1,42,32,88,Tree
UNDE_006_2017.jpg,1,97,38,156,Tree
UNDE_006_2017.jpg,60,154,103,202,Tree
UNDE_006_2017.jpg,7,171,66,220,Tree
UNDE_006_2017.jpg,285,58,351,129,Tree
UNDE_006_2017.jpg,47,302,90,353,Tree
UNDE_006_2017.jpg,165,304,249,377,Tree
UNDE_006_2017.jpg,255,360,287,399,Tree
UNDE_006_2017.jpg,367,333,399,395,Tree
UNDE_006_2017.jpg,372,249,399,325,Tree
UNDE_006_2017.jpg,318,298,365,343,Tree
UNDE_006_2017.jpg,297,339,347,397,Tree
UNDE_006_2017.jpg,205,359,255,399,Tree
UNDE_006_2017.jpg,73,252,104,283,Tree
UNDE_006_2017.jpg,33,85,105,146,Tree
UNDE_006_2017.jpg,42,20,105,89,Tree
UNDE_006_2017.jpg,150,75,193,113,Tree
HARV_037_2018.jpg,163,160,189,195,Tree
HARV_037_2018.jpg,302,349,339,390,Tree
HARV_037_2018.jpg,206,48,240,84,Tree
HARV_037_2018.jpg,286,236,325,276,Tree
HARV_037_2018.jpg,234,250,260,277,Tree
HARV_037_2018.jpg,203,267,235,300,Tree
HARV_037_2018.jpg,19,186,64,226,Tree
HARV_037_2018.jpg,224,3,278,55,Tree
HARV_037_2018.jpg,345,1,399,34,Tree
HARV_037_2018.jpg,182,331,205,355,Tree
HARV_037_2018.jpg,181,366,211,399,Tree
HARV_037_2018.jpg,369,129,399,187,Tree
HARV_037_2018.jpg,347,186,395,230,Tree
HARV_037_2018.jpg,364,225,399,282,Tree
HARV_037_2018.jpg,270,381,305,399,Tree
HARV_037_2018.jpg,181,242,211,273,Tree
HARV_037_2018.jpg,199,295,238,342,Tree
HARV_037_2018.jpg,255,240,285,285,Tree
HARV_037_2018.jpg,326,225,365,276,Tree
HARV_037_2018.jpg,378,283,399,336,Tree
HARV_037_2018.jpg,285,278,325,314,Tree
HARV_037_2018.jpg,284,1,336,41,Tree
HARV_037_2018.jpg,1,54,35,110,Tree
HARV_037_2018.jpg,274,37,319,78,Tree
HARV_037_2018.jpg,82,367,127,399,Tree
HARV_037_2018.jpg,145,318,185,359,Tree
HARV_037_2018.jpg,160,281,203,324,Tree
HARV_037_2018.jpg,155,366,182,399,Tree
HARV_037_2018.jpg,207,338,263,392,Tree
HARV_037_2018.jpg,233,282,281,335,Tree
HARV_037_2018.jpg,1,369,57,399,Tree
HARV_037_2018.jpg,115,339,160,383,Tree
HARV_037_2018.jpg,1,1,84,56,Tree
HARV_037_2018.jpg,148,231,190,267,Tree
HARV_037_2018.jpg,209,210,238,255,Tree
HARV_037_2018.jpg,310,182,344,227,Tree
HARV_037_2018.jpg,72,138,113,189,Tree
HARV_037_2018.jpg,135,125,165,152,Tree
HARV_037_2018.jpg,80,92,119,140,Tree
HARV_037_2018.jpg,113,151,162,193,Tree
HARV_037_2018.jpg,191,165,222,204,Tree
HARV_037_2018.jpg,166,198,201,234,Tree
HARV_037_2018.jpg,3,224,61,311,Tree
HARV_037_2018.jpg,71,270,109,308,Tree
HARV_037_2018.jpg,89,305,126,344,Tree
HARV_037_2018.jpg,117,258,159,316,Tree
HARV_037_2018.jpg,270,314,309,363,Tree
HARV_037_2018.jpg,157,1,209,61,Tree
HARV_037_2018.jpg,95,1,157,54,Tree
HARV_037_2018.jpg,33,57,85,121,Tree
HARV_037_2018.jpg,38,139,72,182,Tree
HARV_037_2018.jpg,108,56,166,123,Tree
HARV_037_2018.jpg,325,36,395,97,Tree
HARV_037_2018.jpg,323,294,380,359,Tree
HARV_037_2018.jpg,23,315,90,375,Tree
HARV_037_2018.jpg,1,106,35,193,Tree
HARV_037_2018.jpg,64,199,114,268,Tree
HARV_037_2018.jpg,256,70,306,123,Tree
HARV_037_2018.jpg,249,115,308,165,Tree
HARV_037_2018.jpg,202,86,236,124,Tree
HARV_037_2018.jpg,174,121,212,159,Tree
HARV_037_2018.jpg,212,142,259,187,Tree
HARV_037_2018.jpg,305,101,366,174,Tree
HARV_037_2018.jpg,249,179,306,243,Tree
WREF_083_2019.jpg,373,231,399,258,Tree
WREF_083_2019.jpg,130,369,189,399,Tree
WREF_083_2019.jpg,1,366,17,399,Tree
WREF_083_2019.jpg,294,344,341,396,Tree
WREF_083_2019.jpg,369,38,399,104,Tree
WREF_083_2019.jpg,2,189,50,234,Tree
WREF_083_2019.jpg,20,90,78,165,Tree
WREF_083_2019.jpg,183,1,258,32,Tree
WREF_083_2019.jpg,339,331,399,399,Tree
WREF_083_2019.jpg,206,154,275,235,Tree
WREF_083_2019.jpg,70,1,141,58,Tree
WREF_083_2019.jpg,353,106,399,161,Tree
WREF_083_2019.jpg,342,163,399,231,Tree
WREF_083_2019.jpg,85,311,159,382,Tree
WREF_083_2019.jpg,136,184,214,285,Tree
WREF_083_2019.jpg,1,233,70,307,Tree
WREF_083_2019.jpg,90,235,156,309,Tree
WREF_083_2019.jpg,90,77,167,157,Tree
WREF_083_2019.jpg,78,154,139,201,Tree
WREF_083_2019.jpg,184,34,289,145,Tree
WREF_083_2019.jpg,283,73,360,168,Tree
WREF_083_2019.jpg,277,173,340,243,Tree
WREF_083_2019.jpg,320,258,386,320,Tree
WREF_083_2019.jpg,210,250,288,319,Tree
WREF_083_2019.jpg,214,326,277,375,Tree
2018_SJER_3_252000_4106000_image_326.jpg,138,265,178,297,Tree
2018_SJER_3_252000_4106000_image_326.jpg,20,54,66,105,Tree
2018_SJER_3_252000_4106000_image_326.jpg,138,27,247,149,Tree
2018_TEAK_3_323000_4101000_image_415.jpg,317,260,341,286,Tree
2018_TEAK_3_323000_4101000_image_415.jpg,217,332,244,368,Tree
2018_TEAK_3_323000_4101000_image_415.jpg,255,188,289,218,Tree
2018_TEAK_3_323000_4101000_image_415.jpg,367,296,386,318,Tree
2018_TEAK_3_323000_4101000_image_415.jpg,172,103,193,123,Tree
